Gene_symbol,gene_accession_id,analysis_id,pvalue,mouse_life_stage,parameter_id,parameter_name,parameter_description,parameter_group,mouse_strain
Abcg3,MGI:1351624,749oa0528692ky3,0.860138,Early adult,ESLIM_006_001_035,Tibia length,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Abcg3,MGI:1351624,0i4140yb8v9b236,0.861847,Early adult,IMPC_CBC_026_001,Free fatty acids,Free_fatty_acids,CBC Chemistry,C57BL
Abcg3,MGI:1351624,1p20g975m235xqc,0.872459,Early adult,IMPC_OFD_009_001,Whole arena average speed,Whole_arena_average_speed,Activity/Movement,C57BL
Abcg3,MGI:1351624,w81g9k7021orm0g,0.872905,Early adult,IMPC_DXA_003_001,Lean mass,Lean_mass,Weight,C57BL
Abcg3,MGI:1351624,1gi4jjc17f21ue3,0.874272,Early adult,IMPC_CSD_033_001,Gait,Gait,Images,C57BL
Abcg3,MGI:1351624,68c078s5fnn80gr,0.876378,Early adult,IMPC_EYE_054_001,Min left eye lens density,NA,Eye Morphology,C57BL
Abcg3,MGI:1351624,dz9u6us372960lp,0.877717,Early adult,JAX_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Abcg3,MGI:1351624,f5s49k8fg6c3r0b,0.890862,Early adult,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Abcg3,MGI:1351624,5qzi2eyc70w0898,0.896277,Early adult,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Abcg3,MGI:1351624,t7t1yem6vv0p4fs,0.900528,Early adult,IMPC_DXA_002_001,Fat mass,Fat_mass,Weight,C57BL
Abcg3,MGI:1351624,l80818x1yp7hj2z,0.905593,Early adult,IMPC_CSD_038_001,Trunk curl,Trunk_curl,Images,C57BL
Abcg3,MGI:1351624,85l2bg28cql5rug,0.917316,Early adult,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Abcg3,MGI:1351624,9hie29q4501s2kf,0.926928,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Abcg3,MGI:1351624,3w750991mc76468,0.930902,Early adult,IMPC_DXA_007_001,BMC/Body weight,Bmc_body_weight,Weight,C57BL
Abcg3,MGI:1351624,qy60qt7pw5vk52z,0.942383,Early adult,IMPC_CSD_013_001,Coat - hair distribution - abdomen,Coat_hair_distribution_abdomen,Images,C57BL
Abcg3,MGI:1351624,5301636b1rxy17b,0.951261,Early adult,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Abcg3,MGI:1351624,ya9z97281102g4u,0.953439,Early adult,HMGULA_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Abcg3,MGI:1351624,7bo8r81m640fpng,0.956866,Early adult,IMPC_GEL_011_001,Embryo turning,Embryo_turning,Morphology/Development,C57BL
Abcg3,MGI:1351624,f5gmoo7519ra179,0.957722,Early adult,ESLIM_011_001_009,PP3 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Abcg3,MGI:1351624,id0m2214u6f70da,0.959344,Early adult,IMPC_HEM_007_001,Mean cell hemoglobin concentration,Mean_cell_hemoglobin_concentration,Hematology,C57BL
Abcg3,MGI:1351624,5907u3w4i08hx7w,0.963127,Early adult,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Abcg3,MGI:1351624,g631o1n0hge0vv6,0.970363,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Abcg3,MGI:1351624,80v0x4mg12f8fq1,0.97997,Early adult,ESLIM_021_001_005,HDL-cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Abcg3,MGI:1351624,r3tnyx7bnfn46y1,0.983585,Early adult,IMPC_EYE_067_001,Left anterior chamber depth,NA,Eye Morphology,C57BL
Abcg3,MGI:1351624,h89f0t8hy61wi00,0.989687,Early adult,ESLIM_005_001_002,Fat mass,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Abcg3,MGI:1351624,6019tdk7efp2w4d,0.997927,Early adult,IMPC_CSD_061_001,Skin color - tail,Skin_color_tail,Images,C57BL
Actl10,MGI:1917612,z53zh2no3194yv0,NULL,Early adult,ESLIM_018_001_002,T cell CD8+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Actl10,MGI:1917612,5xn35x87927y9e8,0.0595248,Early adult,IMPC_EYE_054_001,Min left eye lens density,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,g22znnp06u738gg,0.099642,Early adult,IMPC_GEL_032_001,Embryo Size,Embryo_size,Images,C57BL
Actl10,MGI:1917612,t94w9v9029x8y21,0.106827,Early adult,IMPC_ABR_012_001,30kHz-evoked ABR Threshold,30khz_evoked_abr_threshold,Brain,C57BL
Actl10,MGI:1917612,rd0k060d95615i7,0.126059,Early adult,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Actl10,MGI:1917612,ot648w9e79b7lwf,0.12839,Early adult,IMPC_HEM_037_001,Basophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Actl10,MGI:1917612,h67zu2vq8v424hb,0.133658,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,2k3e338a8vt2867,0.134888,Early adult,IMPC_IPG_012_001,Area under glucose response curve,NA,CBC Chemistry,C57BL
Actl10,MGI:1917612,1t670fw2ditw5t6,0.135694,Early adult,IMPC_DXA_008_001,Lean/Body weight,Lean_body_weight,Weight,C57BL
Actl10,MGI:1917612,dyk0jy4ct2a798y,0.13858,Early adult,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,69vt655i846fdgf,0.142325,Early adult,M_G_P_016_001_005,Mean cell volume,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,w575r624p539b08,0.143573,Early adult,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,2gsx4r04gkfi1qn,0.146246,Early adult,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Actl10,MGI:1917612,ze6blkq2b567933,0.148688,Early adult,M_G_P_020_001_001,Body Weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Actl10,MGI:1917612,r92g05e81lb01ks,0.151214,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,3m6148944k79744,0.157231,Early adult,JAX_OFD_019_001,Number of center entries,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,65bre832tsp041k,0.160103,Early adult,IMPC_OFD_022_001,Percentage center time,Percentage_center_time,Activity/Movement,C57BL
Actl10,MGI:1917612,54eju4k7a33i58p,0.170924,Early adult,HMGULA_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,hrrt0d3cdhqwsr8,0.171097,Early adult,M_G_P_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,2as8688q5zl9qg5,0.171292,Early adult,IMPC_OFD_016_001,Center permanence time,Center_permanence_time,Activity/Movement,C57BL
Actl10,MGI:1917612,0cf1cck740s2k27,0.171882,Early adult,IMPC_DXA_003_001,Lean mass,Lean_mass,Weight,C57BL
Actl10,MGI:1917612,i0j50805w6k7ej8,0.175782,Early adult,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Actl10,MGI:1917612,54h19ppq6791308,0.179214,Early adult,IMPC_GEL_018_001,Visceral yolk sac morphology,Visceral_yolk_sac_morphology,Morphology/Development,C57BL
Actl10,MGI:1917612,0z934ffc2dq88hj,0.181301,Early adult,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),Bone_mineral_content_excluding_skull,Images,C57BL
Actl10,MGI:1917612,c17p1jq0a423540,0.186235,Early adult,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Actl10,MGI:1917612,6k8y5f885wvl4s2,0.190804,Early adult,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,Pre_pulse_inhibition_pp1,Brain,C57BL
Actl10,MGI:1917612,0299789zwo4ms89,0.194432,Early adult,IMPC_CBC_010_001,Phosphorus,Phosphate,CBC Chemistry,C57BL
Actl10,MGI:1917612,92102a4eg0dx36l,0.196374,Early adult,IMPC_OWT_004_001,Right kidney weight,Right_kidney_weight,Weight,C57BL
Actl10,MGI:1917612,y695s02fv7q4139,0.197232,Early adult,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,as1rqrd46xqs146,0.208222,Early adult,ESLIM_011_001_010,PP4 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Actl10,MGI:1917612,6a8bigj855e4f16,0.20967,Early adult,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Actl10,MGI:1917612,170sfb38054jo9u,0.210298,Early adult,IMPC_CBC_012_001,Aspartate aminotransferase,Aspartate_aminotransferase,CBC Chemistry,C57BL
Actl10,MGI:1917612,024335z7g8ky38l,0.217698,Early adult,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Actl10,MGI:1917612,799q9g1cwq8p147,0.224052,Early adult,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Actl10,MGI:1917612,1726f3s8mmqb53l,0.226897,Early adult,IMPC_CSD_036_001,Startle response,Startle_response,Images,C57BL
Actl10,MGI:1917612,4r26670804ee98p,0.228053,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,Conditioning_baseline_freezing_time,Brain,C57BL
Actl10,MGI:1917612,6e1a88qt2z137j1,0.230035,Early adult,IMPC_EYE_088_001,Left vitreous humour thickness,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,3qdh9usyj82r680,0.232563,Early adult,IMPC_CBC_020_001,Fructosamine,Fructosamine,CBC Chemistry,C57BL
Actl10,MGI:1917612,9p42divt533hf8e,0.237776,Early adult,ESLIM_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,85ak51u349s8bfq,0.241243,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Actl10,MGI:1917612,g9oi6h3stm2x7tc,0.241936,Early adult,IMPC_HEM_032_001,Lymphocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Actl10,MGI:1917612,k2528j591496r53,0.250402,Early adult,IMPC_ECG_010_001,HRV,NA,Images,C57BL
Actl10,MGI:1917612,46ze82b05yt7793,0.257273,Early adult,IMPC_CSD_033_001,Gait,Gait,Images,C57BL
Actl10,MGI:1917612,9v6tr4z36w0ci75,0.25807,Early adult,ESLIM_011_001_702,Prepulse inhibition - PP2,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Actl10,MGI:1917612,yu9voc88uuouj47,0.262657,Early adult,IMPC_CBC_011_001,Iron,Iron,CBC Chemistry,C57BL
Actl10,MGI:1917612,dnuvoi29x5g6d89,0.278195,Early adult,IMPC_HEM_008_001,Platelet count,Platelet_count,Hematology,C57BL
Actl10,MGI:1917612,6h0pa4uprq1rzey,0.285438,Early adult,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,C57BL
Actl10,MGI:1917612,s0ksnnv0p96tzt9,0.29254,Early adult,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,8p3i8g074d4f45o,0.31055,Early adult,M_G_P_008_001_012,Tail elevation,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Actl10,MGI:1917612,5q5ucuwx9fy8h55,0.311821,Early adult,ESLIM_018_001_003,T cell CD3+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Actl10,MGI:1917612,wij71r2ed26ta85,0.326775,Early adult,ESLIM_006_001_035,Tibia length,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Actl10,MGI:1917612,a2x3zj6360tbo4t,0.327884,Early adult,ESLIM_015_001_015,Alkaline phosphatase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,6fy0go5cs9k56o9,0.329742,Early adult,IMPC_ACS_006_001,Response amplitude - S,Response_amplitude_s,Brain,C57BL
Actl10,MGI:1917612,0o4xmc58331zm0k,0.344697,Early adult,ESLIM_005_001_002,Fat mass,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Actl10,MGI:1917612,s27f81p30zjytm3,0.347519,Early adult,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,j8gya8b1n82g644,0.359744,Early adult,HMGULA_OFD_020_001,Distance travelled - total,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,3vq28pie345k6j7,0.364561,Early adult,IMPC_HEM_036_001,Eosinophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Actl10,MGI:1917612,96bb836h5vl6l64,0.370818,Early adult,M_G_P_016_001_008,Platelet count,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,lz9956z3ud3l5dq,0.380436,Early adult,ESLIM_016_001_007,Mean cell hemoglobin concentration,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Actl10,MGI:1917612,7r3wb51r37kx364,0.38244,Early adult,IMPC_OFD_017_001,Center average speed,Center_average_speed,Activity/Movement,C57BL
Actl10,MGI:1917612,23k30r5bupc933v,0.385981,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,C57BL
Actl10,MGI:1917612,87jso26o8l4j442,0.395487,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Actl10,MGI:1917612,1j0kh559594f596,0.407522,Early adult,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Actl10,MGI:1917612,qie397m3v992l1a,0.409247,Early adult,IMPC_EYE_026_001,Retinal Blood Vessels Pattern,Retinal_blood_vessels_pattern,Eye Morphology,C57BL
Actl10,MGI:1917612,5d6t6arh36jbvrx,0.414792,Early adult,IMPC_EYE_057_001,Min right eye lens density,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,935s237mf58ev4q,0.419781,Early adult,JAX_OFD_011_001,Periphery resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,42sy73g85js661w,0.424078,Early adult,HMGULA_CBC_015_001,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,i3r8n423e683w1t,0.430047,Early adult,IMPC_DXA_002_001,Fat mass,Fat_mass,Weight,C57BL
Actl10,MGI:1917612,9ck2jngx40397h3,0.43138,Early adult,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Actl10,MGI:1917612,ace5q31fe538oh3,0.433184,Early adult,IMPC_HEM_004_001,Hematocrit,Hematocrit,Hematology,C57BL
Actl10,MGI:1917612,6rr18w07842qlrj,0.439045,Early adult,IMPC_OFD_009_001,Whole arena average speed,Whole_arena_average_speed,Activity/Movement,C57BL
Actl10,MGI:1917612,f751166412kd419,0.447612,Early adult,IMPC_EYE_056_001,Mean left eye lens density,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,a6uxg34lb149881,0.454505,Early adult,ESLIM_011_001_006,110dB startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Actl10,MGI:1917612,7g488a62918t604,0.454641,Early adult,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,Forelimb_and_hindlimb_grip_strength_measurement_mean,Activity/Movement,C57BL
Actl10,MGI:1917612,zi6ai1l54k91806,0.457658,Early adult,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Actl10,MGI:1917612,y719p3etn3wsz6b,0.462921,Early adult,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Actl10,MGI:1917612,syy2929j3giq8s0,0.467711,Early adult,ESLIM_021_001_003,Triglycerides,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,562972nqmd7drg1,0.473846,Early adult,CCP_XRY_031_001,Digit integrity,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Actl10,MGI:1917612,gu1m0g9mg92qi2w,0.474397,Early adult,IMPC_EYE_023_001,Optic Disc,Optic_disc,Eye Morphology,C57BL
Actl10,MGI:1917612,0v9o489e8281ap3,0.477146,Early adult,IMPC_GEL_063_001,Delayed embryonic development,NA,Morphology/Development,C57BL
Actl10,MGI:1917612,33mh8r0x362qqqc,0.4859,Early adult,ESLIM_011_001_009,PP3 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Actl10,MGI:1917612,w6k56p8oxjnh860,0.486788,Early adult,JAX_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,x4033kau9dqou7a,0.488791,Early adult,JAX_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,qtd2zc220j47lt5,0.492946,Early adult,IMPC_ECH_014_001,Body Temp,NA,Echocardiography,C57BL
Actl10,MGI:1917612,l968y2260kw4vwj,0.501671,Early adult,IMPC_HEM_019_001,Mean platelet volume,NA,Hematology,C57BL
Actl10,MGI:1917612,wa2bm1d0z3o3i4r,0.505678,Early adult,IMPC_OFD_013_001,Periphery average speed,Periphery_average_speed,Activity/Movement,C57BL
Actl10,MGI:1917612,01g2h63161897j0,0.507676,Early adult,IMPC_OFD_050_001,Percentage center movement time,Percentage_center_movement_time,Activity/Movement,C57BL
Actl10,MGI:1917612,54kh48e2b6hx346,0.509441,Early adult,CCP_XRY_060_001,Transitional vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Actl10,MGI:1917612,0chv41sxyuja937,0.512824,Early adult,ESLIM_021_001_001,Glucose,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Actl10,MGI:1917612,isyrr324klw5ngd,0.519415,Early adult,IMPC_IMM_014_002,Treg cells - % of live leukocytes (Panel A),NA,Immunology,C57BL
Actl10,MGI:1917612,m102on84u163hx6,0.526802,Early adult,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,C57BL
Actl10,MGI:1917612,8x2xhpz35467p29,0.553564,Early adult,ESLIM_007_001_005,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Actl10,MGI:1917612,50g445f8c3m42pd,0.553773,Early adult,IMPC_HEM_001_001,White blood cell count,White_blood_cell_count,Hematology,C57BL
Actl10,MGI:1917612,q53n7t50o5wvt7x,0.555327,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,Forelimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Actl10,MGI:1917612,9g0kwpr1p2in1p0,0.564776,Early adult,IMPC_CSD_062_001,Skin texture - whole body,Skin_texture_whole_body,Images,C57BL
Actl10,MGI:1917612,o469jvb6519t3jk,0.56726,Early adult,IMPC_EYE_012_001,Pupil Shape,Pupil_shape,Eye Morphology,C57BL
Actl10,MGI:1917612,0u9n182xo3s88dn,0.567997,Early adult,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Actl10,MGI:1917612,p361o60qgb51117,0.574665,Early adult,IMPC_HEM_034_001,Monocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Actl10,MGI:1917612,90rz531p4le68fv,0.580435,Early adult,IMPC_EYE_025_001,Retinal Blood Vessels Structure,Retinal_blood_vessels_structure,Eye Morphology,C57BL
Actl10,MGI:1917612,36ycv09d63wshs4,0.590528,Early adult,IMPC_HEM_006_001,Mean corpuscular hemoglobin,Mean_corpuscular_hemoglobin,Hematology,C57BL
Actl10,MGI:1917612,n2c915039v01px8,0.603068,Early adult,IMPC_OFD_018_001,Latency to center entry,Latency_to_center_entry,Activity/Movement,C57BL
Actl10,MGI:1917612,4ccgsyroj9he78n,0.607678,Early adult,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Actl10,MGI:1917612,377gur1oop427se,0.62325,Early adult,IMPC_CBC_007_001,Albumin,Albumin,CBC Chemistry,C57BL
Actl10,MGI:1917612,x57vm763s239qp4,0.640043,Early adult,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Actl10,MGI:1917612,ncyf8uxi62050un,0.649763,Early adult,IMPC_CBC_058_001,Cholesterol ratio,Tc/hdlc_ratio,CBC Chemistry,C57BL
